data,label,vector
VVBEQVRFIGB0YWJgIFNFVCBgY29sM2AgPSA0IFdIRVJFIGBjb2wyYCA8ICJ4JyBhbmQgdXNlcmlkIGlzIE5VTEw7CklOU0VSVCBJTlRPIGB0YWJgICggYGNvbDFgICkgVkFMVUVTICggIicgOwogZHJvcCB0YWJsZSB0ZW1wIC0tIiApOwpDUkVBVEUgT1IgUkVQTEFDRSBGVU5DVElPTiBTTEVFUChpbnQpIFJFVFVSTlMgaW50IEFTICcvbGliL2xpYmMuc28uNicsJ3NsZWVwJyBsYW5ndWFnZSAnQycgU1RSSUNUOwpTRUxFQ1QgYGNvbDFgLCBgY29sM2AsIGBjb2wyYCwgYGNvbDJgIEZST00gYHRhYmAgV0hFUkUgYGNvbDNgIExJS0UgJyUnaCclJyBBTkQgYGNvbDNgIExJS0UgJyUnaSclJyBPUiBgY29sMmAgPCAiJyBBTkQgMT11dGxfaW5hZGRyLmdldF9ob3N0X2FkZHJlc3MoKFNFTEVDVCBESVNUSU5DVChVU0VSTkFNRSkgRlJPTSAoU0VMRUNUIERJU1RJTkNUKFVTRVJOQU1FKSwgUk9XTlVNIEFTIExJTUlUIEZST00gU1lTLkFMTF9VU0VSUykgV0hFUkUgTElNSVQ9MykpIEFORCAnaSc9J2kiIE9SIGBjb2wyYCA9ICInIEFORCAxPXV0bF9pbmFkZHIuZ2V0X2hvc3RfYWRkcmVzcygoU0VMRUNUIERJU1RJTkNUKHRhYmxlX25hbWUpIEZST00gKFNFTEVDVCBESVNUSU5DVCh0YWJsZV9uYW1lKSwgUk9XTlVNIEFTIExJTUlUIEZST00gc3lzLmFsbF90YWJsZXMpIFdIRVJFIExJTUlUPTMpKSBBTkQgJ2knPSdpIiBPUiBgY29sMmAgPj0gJ2ApIFdIRVJFIDM5MTI9MzkxMiBBTkQgODEzNT1CRU5DSE1BUksoNTAwMDAwMCxNRDUoMHg1MDczNTQ3NCkpIycgTElNSVQgIicpIEFORCA4NTEzPTg1MTMtLSBXQXZVIjsKIFNFTEVDVCBzbGVlcCg1KS0tIiwiJyBBTkQgMT11dGxfaW5hZGRyLmdldF9ob3N0X2FkZHJlc3MoKFNFTEVDVCBESVNUSU5DVChncmFudGVkX3JvbGUpIEZST00gKFNFTEVDVCBESVNUSU5DVChncmFudGVkX3JvbGUpLCBST1dOVU0gQVMgTElNSVQgRlJPTSBkYmFfcm9sZV9wcml2cyBXSEVSRSBHUkFOVEVFPVNZUy5MT0dJTlVTRVIpIFdIRVJFIExJTUlUPTYpKSBBTkQgJ2knPSdpIjsKVVBEQVRFIGB0YWJgIFNFVCBgY29sM2AgPSA4IFdIRVJFIGBjb2wzYCA9ICdiJyBMSU1JVCAiJyBBTkQgMT11dGxfaW5hZGRyLmdldF9ob3N0X2FkZHJlc3MoKFNFTEVDVCBESVNUSU5DVChQQVNTV09SRCkgRlJPTSAoU0VMRUNUIERJU1RJTkNUKFBBU1NXT1JEKSwgUk9XTlVNIEFTIExJTUlUIEZST00gU1lTLlVTRVIkKSBXSEVSRSBMSU1JVD00KSkgQU5EICdpJz0naSI7ClNFTEVDVCBgY29sMmAgRlJPTSBgdGFiYCBXSEVSRSBgY29sMmAgTElLRSAiJSd1JyUiIE9SIGBjb2wyYCA9ICInOwogLS0iIEFORCBgY29sM2AgPSAnKSBBUyBNd2JIIFdIRVJFIDI1NTY9MjU1NiBBTkQgNzQ3OD1VVExfSU5BRERSLkdFVF9IT1NUX0FERFJFU1MoQ0hSKDExMyl8fENIUigxMjIpfHxDSFIoMTEyKXx8Q0hSKDk4KXx8Q0hSKDExMyl8fChTRUxFQ1QgKENBU0UgV0hFTiAoNzQ3OD03NDc4KSBUSEVOIDEgRUxTRSAwIEVORCkgRlJPTSBEVUFMKXx8Q0hSKDExMyl8fENIUigxMjApfHxDSFIoMTE4KXx8Q0hSKDExMyl8fENIUigxMTMpKS0tIGZQaEknIExJTUlUICIlJykgT1IgVVBEQVRFWE1MKDg3MzMsQ09OQ0FUKDB4MmUsMHg3MTdhNzA2MjcxLChTRUxFQ1QgKEVMVCg4NzMzPTg3MzMsMSkpKSwweDcxNzg3NjcxNzEpLDEwODEpIEFORCAoJyUnPSciOwpERUxFVEUgRlJPTSBgdGFiYCBXSEVSRSBgY29sMmAgTElLRSAnJSdpJyUnOwpVUERBVEUgYHRhYmAgU0VUIGBjb2wzYCA9IDMgV0hFUkUgYGNvbDFgID49ICInKSkgQU5EIDIxMjg9Q09OVkVSVChJTlQsKFNFTEVDVCBDSEFSKDExMykrQ0hBUigxMjIpK0NIQVIoMTEyKStDSEFSKDk4KStDSEFSKDExMykrKFNFTEVDVCAoQ0FTRSBXSEVOICgyMTI4PTIxMjgpIFRIRU4gQ0hBUig0OSkgRUxTRSBDSEFSKDQ4KSBFTkQpKStDSEFSKDExMykrQ0hBUigxMjApK0NIQVIoMTE4KStDSEFSKDExMykrQ0hBUigxMTMpKSkgQU5EICgoJ3l6d3AnPSd5endwIiBMSU1JVCAiJyBBTkQgMT11dGxfaW5hZGRyLmdldF9ob3N0X2FkZHJlc3MoKFNFTEVDVCBDT1VOVChESVNUSU5DVChVU0VSTkFNRSkpIEZST00gU1lTLkFMTF9VU0VSUykpIEFORCAnaSc9J2kiOwpVUERBVEUgYHRhYmAgU0VUIGBjb2wxYCA9IDcgV0hFUkUgYGNvbDJgIExJS0UgIiUneiclIjsKIGV4ZWN1dGUgaW1tZWRpYXRlICdzZWwnIHx8ICdlY3QgdXMnIHx8ICdlciciIEFORCBgY29sMmAgPSAnKSBBUyBrZHB0IFdIRVJFIDI5Mjc9MjkyNyBPUiBTTEVFUCg1KSMnIExJTUlUICInIEFORCAxPXV0bF9pbmFkZHIuZ2V0X2hvc3RfYWRkcmVzcygoU0VMRUNUIERJU1RJTkNUKHRhYmxlX25hbWUpIEZST00gKFNFTEVDVCBESVNUSU5DVCh0YWJsZV9uYW1lKSwgUk9XTlVNIEFTIExJTUlUIEZST00gc3lzLmFsbF90YWJsZXMpIFdIRVJFIExJTUlUPTUpKSBBTkQgJ2knPSdpIiwiJyBBTkQgMT11dGxfaW5hZGRyLmdldF9ob3N0X2FkZHJlc3MoKFNFTEVDVCBESVNUSU5DVChVU0VSTkFNRSkgRlJPTSAoU0VMRUNUIERJU1RJTkNUKFVTRVJOQU1FKSwgUk9XTlVNIEFTIExJTUlUIEZST00gU1lTLkFMTF9VU0VSUykgV0hFUkUgTElNSVQ9NykpIEFORCAnaSc9J2kiOwpTRUxFQ1QgKiBGUk9NIGB0YWJgIFdIRVJFIGBjb2wyYCA8ICInKSkpIE9SIChTRUxFQ1QgMiooSUYoKFNFTEVDVCAqIEZST00gKFNFTEVDVCBDT05DQVQoMHg3MTdhNzA2MjcxLChTRUxFQ1QgKEVMVCg4NjU3PTg2NTcsMSkpKSwweDcxNzg3NjcxNzEsMHg3OCkpcyksIDg0NDY3NDQwNzM3MDk1NTE2MTAsIDg0NDY3NDQwNzM3MDk1NTE2MTApKSkgQU5EICgoKCdFS0NUJyBMSUtFICdFS0NUIiBMSU1JVCAiJykgQVMgVEppTyBXSEVSRSA1MTY2PTUxNjYgQU5EIDk4MTY9QkVOQ0hNQVJLKDUwMDAwMDAsTUQ1KDB4NjI0NjVhNjYpKS0tIFhIQ2MiOwpJTlNFUlQgSU5UTyBgdGFiYCAoIGBjb2wyYCApIFZBTFVFUyAoICciIEFORCA2MDY4PShTRUxFQ1QgNjA2OCBGUk9NIFBHX1NMRUVQKDUpKSBBTkQgIkhhdlAiPSJIYXZQJyApOwpJTlNFUlQgSU5UTyBgdGFiYCAoIGBjb2wzYCwgYGNvbDJgICkgVkFMVUVTICggIjMlJykgT1IgNzI1Mj1DQVNUKChDSFIoMTEzKXx8Q0hSKDEyMil8fENIUigxMTIpfHxDSFIoOTgpfHxDSFIoMTEzKSl8fChTRUxFQ1QgKENBU0UgV0hFTiAoNzI1Mj03MjUyKSBUSEVOIDEgRUxTRSAwIEVORCkpOjp0ZXh0fHwoQ0hSKDExMyl8fENIUigxMjApfHxDSFIoMTE4KXx8Q0hSKDExMyl8fENIUigxMTMpKSBBUyBOVU1FUklDKSBBTkQgKCclJz0nIiwgJ2knICk7ClNFTEVDVCAqIEZST00gYHRhYmAgV0hFUkUgYGNvbDNgIExJS0UgJyUndyclJyBBTkQgYGNvbDFgIDwgIicpKSBPUiA3ODM1PShTRUxFQ1QgQ09VTlQoKikgRlJPTSBTWVNNQVNURVI6U1lTUEFHSERSKS0tIiBBTkQgYGNvbDFgIExJS0UgJyUncSclJyBMSU1JVCAnYCBXSEVSRSA0OTcxPTQ5NzEgT1IgNzYzNz1EQk1TX1BJUEUuUkVDRUlWRV9NRVNTQUdFKENIUig5MCl8fENIUigxMDgpfHxDSFIoNzIpfHxDSFIoMTEwKSw1KS0tJzsKU0VMRUNUICogRlJPTSBgdGFiYCBXSEVSRSBgY29sMWAgPCAiJSc7ClNFTEVDVCBDT1VOVCgqKSBGUk9NIERPTUFJTi5ET01BSU5TIEFTIFQxLERPTUFJTi5DT0xVTU5TIEFTIFQyLERPTUFJTi5UQUJMRVMgQVMgVDMgQU5EICclJz0nIjs=,attack,"[0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 1 0 1 1 1 1 1 1 0 1 0 1 0 1 0 0 0 1 1 1 0
 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 0 0]"
REVMRVRFIEZST00gYHRhYmAgV0hFUkUgYGNvbDFgID0gLTk3MzI3NTEzNjs=,sane,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 1 0 1 0 0 0 0 0 0]"
U0VMRUNUIGBjb2wyYCwgYGNvbDFgLCBgY29sMWAsIGBjb2wxYCBGUk9NIGB0YWJgIFdIRVJFIGBjb2wxYCBMSUtFICclJ2RtJyUnIExJTUlUIC03MDM4NTY2NDs=,sane,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 1 1 1 0 0 0 0 0 0]"
U0VMRUNUICogRlJPTSBgdGFiYCBXSEVSRSBgY29sMmAgPSAneScgTElNSVQgIicgQU5EIDE9dXRsX2luYWRkci5nZXRfaG9zdF9hZGRyZXNzKChTRUxFQ1QgRElTVElOQ1QoUEFTU1dPUkQpIEZST00gKFNFTEVDVCBESVNUSU5DVChQQVNTV09SRCksIFJPV05VTSBBUyBMSU1JVCBGUk9NIFNZUy5VU0VSJCkgV0hFUkUgTElNSVQ9MSkpIEFORCAnaSc9J2kiLCcxIikpIEFTIGZyeWggV0hFUkUgOTYyMT05NjIxIE9SIEVMVCg2NjU1PTY2NTUsNzA2NCktLSBrSXduJzs=,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0
 1 0 0 1 0 0 1 1 0 1 1 0 0 1 1 1 1 0 1 0 1 1 0 1 0 1 0 0 1 0 0 0]"
REVMRVRFIEZST00gYHRhYmAgV0hFUkUgYGNvbDFgIExJS0UgIiUndCclIjs=,sane,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0]"
VVBEQVRFIGB0YWJgIFNFVCBgY29sM2AgPSA4IFdIRVJFIGBjb2wxYCA9ICdjb21lJyBMSU1JVCAtMTg3MDcyNTEyMDs=,sane,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 1 0 1 1 1 0 0 0 0 0 0]"
REVMRVRFIEZST00gYHRhYmAgV0hFUkUgYGNvbDNgID49ICInfHx1dGxfaHR0cC5yZXF1ZXN0KCdodHRQOi8vMTkyLjE2OC4xLjEvJyl8fCciIExJTUlUICInOwogZXhlYyBtYXN0ZXIuLnhwX2NtZHNoZWxsICdwaW5nIDEwLjEwLjEuMictLSI7,attack,"[0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
 1 0 0 0 0 0 1 1 0 0 0 0 0 1 1 1 1 0 1 1 1 0 0 1 0 1 0 0 1 1 0 0]"
U0VMRUNUIGBjb2wzYCwgYGNvbDJgLCBgY29sM2AsIGBjb2wyYCBGUk9NIGB0YWJgIFdIRVJFIGBjb2wyYCBMSUtFICIlJ3AnJSIgTElNSVQgIjUlJyBVTklPTiBBTEwgU0VMRUNUIDgwNjUsODA2NSw4MDY1IyI7,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0]"
U0VMRUNUIGBjb2wyYCwgYGNvbDNgLCBgY29sMWAsIGBjb2wyYCBGUk9NIGB0YWJgIFdIRVJFIGBjb2wyYCA8IC0zNjIwMjA4NjQgT1IgYGNvbDFgIExJS0UgJyUnc2hlJyUnIEFORCBgY29sMWAgPCAxODcxMDUyODAwOw==,sane,"[0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 1 0 0 0 0 1 0 0 0 0 0 0 1 1 1 0 0 1 0 1 1 0 1 1 1 0 0 0 0 0 0]"
SU5TRVJUIElOVE8gYHRhYmAgKCBgY29sMmAsIGBjb2wyYCApIFZBTFVFUyAoICd3JywgJzEnICk7,attack,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0]"
SU5TRVJUIElOVE8gYHRhYmAgKCBgY29sMWAsIGBjb2wzYCApIFZBTFVFUyAoIC0xOTA4MDE1MTA0LCA1MDg1NTkzNjAgKTs=,sane,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0]"
SU5TRVJUIElOVE8gYHRhYmAgKCBgY29sMmAsIGBjb2wyYCApIFZBTFVFUyAoICInIHVuaW9uIChzZWxlY3QgTlVMTCwgTlVMTCwgTlVMTCwgTlVMTCwgIChzZWxlY3QgQEB2ZXJzaW9uKSkgLS0iLCAnPycgKTs=,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0]"
REVMRVRFIEZST00gYHRhYmAgV0hFUkUgYGNvbDFgID0gMzU5NzkyNjQgTElNSVQgMTY0NzgzNzE4NDs=,sane,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 1 0 1 0 0 0 0 0 0]"
REVMRVRFIEZST00gYHRhYmAgV0hFUkUgYGNvbDJgID49ICInIG9yICcxJz0nMSI7,attack,"[0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 0 0 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 1 0 1 1 0 1 1 1 1 0 0 0 0 0]"
SU5TRVJUIElOVE8gYHRhYmAgKCBgY29sM2AgKSBWQUxVRVMgKCAnIikpKSBBTkQgRUxUKDQ2Njc9NDY2NyxTTEVFUCg1KSkjJyApOw==,attack,"[0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
 1 0 0 0 0 0 1 0 0 0 1 0 0 1 1 1 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0]"
U0VMRUNUIGBjb2wyYCBGUk9NIGB0YWJgIFdIRVJFIGBjb2wxYCBMSUtFICIlJ2ltbHVubG1hbnh3Z3NndW9icmdrdnlkc256cWdmZnhjb3pvcmZ0JyUiOw==,sane,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0]"
VVBEQVRFIGB0YWJgIFNFVCBgY29sMWAgPSA4IFdIRVJFIGBjb2wyYCA+PSAiJzsKIGV4ZWN1dGUgaW1tZWRpYXRlICdzZWwnIHx8ICdlY3QgdXMnIHx8ICdlciciOw==,attack,"[0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 1 0 0 1 0 0 1 0 1 1 1 0 0 1 1 0 0]"
U0VMRUNUIGBjb2wzYCwgYGNvbDJgLCBgY29sMWAsIGBjb2wxYCBGUk9NIGB0YWJgIFdIRVJFIGBjb2wxYCA8IC0yMDQyNDI5NDQwOw==,sane,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 1 1 0 1 0 1 0 0 0 0 0 0]"
